2078,GI,01/01/1902 00:00:00,"Human Resources Sys I
This course provides supervisors and managers with human resource information critical to the success of the employee and the organization. It addresses labor-management relations and explores the legal and regulatory legislation that governs this field. Attention will be paid to enhancing the relationship between labor and management and administering the collective bargaining agreement. The course also provides an overview and orientation for supervisors and managers who are accountable for all corrective and adverse actions.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2079,GI,01/01/1902 00:00:00,"HR:Mgmt for Supv& Mgrs
"
208,GI,01/01/1902 00:00:00,"Microsoft Outlook 2007
This is a 1 day class held at Knowlogy 818 Connecticut Ave. NW.  (Red Line Metro - Farragut North).  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
2080,GI,01/01/1902 00:00:00,"Commerce Server
"
2081,GI,01/01/1902 00:00:00,"MS Internet Admin. Kit
"
2082,GI,01/01/1902 00:00:00,"Win 2K Network
"
2083,GI,01/01/1902 00:00:00,"Improving Proj Mgmt
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2084,GI,01/01/1902 00:00:00,"Inside Washington
"
2085,GI,01/01/1902 00:00:00,"Inside Washington
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2086,GI,01/01/1902 00:00:00,"Cisco Routers
"
2087,GI,01/01/1902 00:00:00,"Microsoft Win 2000 Pro
"
2088,GI,01/01/1902 00:00:00,"Win 2k Server
"
2089,GI,01/01/1902 00:00:00,"Interaction for Success
"
209,GI,01/01/1902 00:00:00,"Microsoft PowerPoint 2007
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
2090,GI,01/01/1902 00:00:00,"IIS and Proxy Servers
"
2091,GI,01/01/1902 00:00:00,"TCP/IP on Win NT 4.0
"
2092,GI,01/01/1902 00:00:00,"Introduction to ASP
"
2093,GI,01/01/1902 00:00:00,"Intro to AutoCAD
"
2094,GI,01/01/1902 00:00:00,"Crystal Report 8.5
"
2095,GI,01/01/1902 00:00:00,"Disaster and Mass Care
please contact latasha Moore art 202-727-1577 for any further informaation
"
2096,GI,01/01/1902 00:00:00,"Introduction to HTML
"
2097,GI,01/01/1902 00:00:00,"Introduction to HTML
"
2098,GI,01/01/1902 00:00:00,"Java 2.1
"
2099,GI,01/01/1902 00:00:00,"Keyboarding A-Z
This 6-hour course is designed for the non-typist who needs to develop basic touch keyboarding skills.   Participants who complete this course will be able to:  input alphabetic, numeric, and symbol information on a keyboard; input numbers on a separate
"
210,GI,01/01/1902 00:00:00,"Microsoft Project 2007
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
2100,GI,01/01/1902 00:00:00,"Macromedia Fireworks
"
2101,GI,01/01/1902 00:00:00,"Publisher Level I
Students will learn how to create a publication from scratch or use one of the hundreds of business and personal designs available in Publisher.
"
2102,GI,01/01/1902 00:00:00,"Visio Professional 2002
"
2103,GI,01/01/1902 00:00:00,"Networking And Mgmt
"
2104,GI,01/01/1902 00:00:00,"Oracle 9i
"
2105,GI,01/01/1902 00:00:00,"PCs/Windows 95
This 12-hour course provides a working knowledge of the fundamental concepts and applications of personal computers.  Special features include: understanding and using personal computer  commands; creating and implementing command files; manipulating text
"
2106,GI,01/01/1902 00:00:00,"Personal Comp and Win XP
Employees will learn the benefits of working with personal computers and using Windows XP to manage information, run programs and access the Internet.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2107,GI,01/01/1902 00:00:00,"Personal Computers/XP
"
2108,GI,01/01/1902 00:00:00,"Project Management
"
2109,GI,01/01/1902 00:00:00,"Internet
"
211,GI,01/01/1902 00:00:00,"Microsoft Publisher 2007
Employees will learn how to create and publish a wide variety of publications for desktop printing, commercial printing, email distribution, or viewing on the Web.
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
2110,GI,01/01/1902 00:00:00,"Personal Comp Win 2000
"
2111,GI,01/01/1902 00:00:00,"WordPerfect
This 12-hour course is designed to introduce the personal computer user with the basic features of WordPerfect for Windows.  Participants will become familiar with the use of icons, dialogue boxes, and mnemonics to perform WordPerfect commands.  Activitie
"
2112,GI,01/01/1902 00:00:00,"Investigation Training
Handle by Jennifer Black
"
2113,GI,01/01/1902 00:00:00,"Invoice
The Procurement Automated Support System is the technology application.  This course is designed for any District personnel who are involved in the invoicing process.  This would include individuals who enter, approve or reconcile invoices.
"
2114,GI,01/01/1902 00:00:00,"Leadership Principles
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2115,GI,01/01/1902 00:00:00,"Organizational Boundaries
"
2116,GI,01/01/1902 00:00:00,"Eff Organizational Perf
"
2117,GI,01/01/1902 00:00:00,"Aspects of EEO
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2118,GI,01/01/1902 00:00:00,"Mgmt Skills for Admin
As an administrative professional, your job already encompasses numerous managerial skills and responsibilities, including planning, scheduling, negotiating and delegating. This course will assist you in expanding your repertoire of managerial skills and abilities by providing tools and techniques to help you keep your supervisor and your team functioning with as little chaos and as much efficiency as possible by using planning, prioritizing, and follow through. In addition, participants will discover how to master communication skills to add to their credibility and influence within their department.
Objectives:
Learn how to handle conflict and discourse with agility and professionalism.
Learn advanced time management skills to control your time and workload.
Learn how to build a winning professional image.
Competencies: Dependability, Flexibility/Adaptability, Professionalism, Communication, Operations Planning and Evaluating
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2119,GI,01/01/1902 00:00:00,"Managing by Agreement
"
212,GI,01/01/1902 00:00:00,"Word 2007 - Level I
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
2120,GI,01/01/1902 00:00:00,"Managing Chaos
Discover practical techniques for managing time and increasing your professional and personal effectiveness. Learn how to spend your time on the most important tasks and goals, organize yourself and organize your environment. Discover how to say -no- and anticipate deadlines and learn strategies for handling interruptions and ways to motivate yourself. 
Objectives:
Learn to prioritize, the S.M.A.R.T way to set goals.
Identify your personal stress level.
Learn how to apply proven stress reduction techniques in difficult and challenging situations.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2121,GI,01/01/1902 00:00:00,"Healthy Careers
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2122,GI,01/01/1902 00:00:00,"Mapping Address Data
"
2123,GI,01/01/1902 00:00:00,"Mapping Address Data
Most of the Districts databases contain spatial information in the form of an address. Understanding how to properly place an address on the map as a point feature then manipulate the points into information will be the focus of this course.
"
2124,GI,01/01/1902 00:00:00,"Media Relations
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2125,GI,01/01/1902 00:00:00,"Microcomputer Fund
"
2126,GI,01/01/1902 00:00:00,"Microcomputer Hardware
"
2127,GI,01/01/1902 00:00:00,"Exchange Server 5.x
"
2128,GI,01/01/1902 00:00:00,"Outlook 2003 - Working Eff.
This course is designed to help you manage your workday tasks more effectively by using Microsoft Outlook tools and basic time management guidelines.
"
2129,GI,01/01/1902 00:00:00,"Outlook 2003
This course is designed to provide the fundamentals of Microsoft Outlook 2003, a desktop information management program. The program is designed to coordinate mail, appointments, events, meetings, tasks and contacts.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
213,GI,01/01/1902 00:00:00,"Word 2007 - Level II
Employees will learn the intermediate features of Word 2007.
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
2130,GI,01/01/1902 00:00:00,"PowerPoint 2003 Level II
This course is designed to provide students with the skills to work with design templates, organizational charts, special effects, Web presentations, collaboration functionality and other advanced presentation delivery methods.
"
2131,GI,01/01/1902 00:00:00,"Powerpoint 2003
Students will learn the basic skills necessary to begin effectively creating presentations in Microsoft PowerPoint.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2132,GI,01/01/1902 00:00:00,"Project 2003
Students will learn how to use Microsoft Project 2003 to assist with planning and tracking project details. This course meets the Microsoft Proficiency Guidelines for Microsoft Project 2003 at the Expert Level.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2133,GI,01/01/1902 00:00:00,"Project 98
This 24-hour course is designed to provide participants with an understanding of networking fundamentals including type of cables, network protocols, configuration, trouble shooting, and network administration.
"
2134,GI,01/01/1902 00:00:00,"SNA Server
This 32-hour course is designed to provide the skills to install and  configure an MS SNA Server.  Topics include MS SNA server architecture, SNA Open Gateway Architecture, MS SNA Server support, Network Management, and printer definition files.
"
2135,GI,01/01/1902 00:00:00,"SQL Server Admin
This 40- hour course provides the knowledge to install, configure, and administer an MS SQL Server 605 database management system.  Topics include database storage requirements, user account management, security, backup, replication, scheduling tasks, per
"
2136,GI,01/01/1902 00:00:00,"Windows NT 4.0 Admin
This 40-hour course provides students with the knowledge and skills necessary to perform post-installation and day to day administration tasks in a single domain or multiple domain Microsoft Windows NT based network.  It also provides students with the pr
"
2137,GI,01/01/1902 00:00:00,"Windows NT 4.0
This 40-hour course provides the foundation for supporting Microsoft Windows NT 4.0.  The course objective is to give technical support professionals the necessary skills to install, configure, customize, optimize, network, integrate, and troubleshoot Win
"
214,GI,01/01/1902 00:00:00,"Word 2007 - Level III
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
