WDAGENERAL,2058,Language Lab,I,0.00,0.00,8.00,20.00
WDAGENERAL,2059,Electronic Mail,I,3.00,0.00,8.00,20.00
WDAGENERAL,206,Excel 2007 - Level III,A,6.00,0.60,8.00,20.00
WDAGENERAL,2060,Empowering Leaders I,I,4.00,0.00,8.00,20.00
WDAGENERAL,2061,Empowering Leaders II,I,4.00,0.00,8.00,20.00
WDAGENERAL,2062,ePerformance Evaluation,I,0.00,0.00,8.00,20.00
WDAGENERAL,2063,E-Recruit,I,6.00,0.60,8.00,20.00
WDAGENERAL,2065,Executive Leadership,I,0.00,0.00,8.00,20.00
WDAGENERAL,2066,Leadership (formerly SED100),I,0.00,0.00,8.00,20.00
WDAGENERAL,2067,Leadership Effectiveness,I,18.00,1.80,8.00,20.00
WDAGENERAL,2068,From Peer to Boss,I,0.00,0.00,8.00,20.00
WDAGENERAL,2069,Leading Others,I,0.00,0.00,8.00,20.00
WDAGENERAL,207,MS Office 2007 New Features,A,3.00,0.30,8.00,20.00
WDAGENERAL,2070,General Discipline,I,0.00,0.00,8.00,20.00
WDAGENERAL,2071,GIS for ESF,I,0.00,0.00,8.00,20.00
WDAGENERAL,2072,GIS Prof Analyst,I,0.00,0.00,8.00,20.00
WDAGENERAL,2074,High Perf Teams,I,0.00,0.00,8.00,20.00
WDAGENERAL,2075,Winning Grant Proposal,I,0.00,0.00,8.00,20.00
WDAGENERAL,2076,Prof. & Persuasive Docs,I,0.00,0.00,8.00,20.00
WDAGENERAL,2077,Managing Personnel Functions,I,4.00,0.00,8.00,20.00
WDAGENERAL,208,Microsoft Outlook 2007,A,6.00,0.60,8.00,20.00
WDAGENERAL,2080,Commerce Server,I,0.00,0.00,8.00,20.00
WDAGENERAL,2081,MS Internet Admin. Kit,I,0.00,0.00,8.00,20.00
WDAGENERAL,2082,Win 2K Network,I,0.00,0.00,8.00,20.00
WDAGENERAL,2084,Inside Washington,I,0.00,0.00,8.00,20.00
WDAGENERAL,2085,Inside Washington,I,0.00,0.00,8.00,20.00
WDAGENERAL,2086,Cisco Routers,I,0.00,0.00,8.00,20.00
WDAGENERAL,2087,Microsoft Win 2000 Pro,I,0.00,0.00,8.00,20.00
WDAGENERAL,2088,Win 2k Server,I,0.00,0.00,8.00,20.00
WDAGENERAL,2089,Interaction for Success,I,4.00,0.00,8.00,20.00
WDAGENERAL,209,Microsoft PowerPoint 2007,A,6.00,0.60,8.00,20.00
WDAGENERAL,2090,IIS and Proxy Servers,I,7.00,0.00,8.00,20.00
WDAGENERAL,2091,TCP/IP on Win NT 4.0,I,7.00,0.00,8.00,20.00
WDAGENERAL,2092,Introduction to ASP,I,0.00,0.00,8.00,20.00
WDAGENERAL,2093,Intro to AutoCAD,I,0.00,0.00,8.00,20.00
WDAGENERAL,2094,Crystal Report 8.5,I,0.00,0.00,8.00,20.00
WDAGENERAL,2095,Disaster and Mass Care,I,0.00,0.00,8.00,20.00
WDAGENERAL,2096,Introduction to HTML,I,0.00,0.00,8.00,20.00
WDAGENERAL,2097,Introduction to HTML,I,0.00,0.00,8.00,20.00
WDAGENERAL,2098,Java 2.1,I,0.00,0.00,8.00,20.00
WDAGENERAL,2099,Keyboarding A-Z,I,0.00,0.00,8.00,20.00
WDAGENERAL,210,Microsoft Project 2007,A,6.00,0.60,8.00,20.00
WDAGENERAL,2100,Macromedia Fireworks,I,0.00,0.00,8.00,20.00
WDAGENERAL,2101,Publisher Level I,I,0.00,0.00,8.00,20.00
WDAGENERAL,2102,Visio Professional 2002,I,0.00,0.00,8.00,20.00
WDAGENERAL,2103,Networking And Mgmt,I,0.00,0.00,8.00,20.00
WDAGENERAL,2104,Oracle 9i,I,0.00,0.00,8.00,20.00
WDAGENERAL,2105,PCs/Windows 95,I,3.00,0.00,8.00,20.00
WDAGENERAL,2106,Personal Comp and Win XP,I,6.00,0.60,8.00,20.00
WDAGENERAL,2107,Personal Computers/XP,I,0.00,0.00,8.00,20.00
WDAGENERAL,2108,Project Management,I,0.00,0.00,8.00,20.00
WDAGENERAL,2109,Internet,I,3.00,0.00,8.00,20.00
WDAGENERAL,211,Microsoft Publisher 2007,A,6.00,0.60,8.00,20.00
WDAGENERAL,2110,Personal Comp Win 2000,I,0.00,0.00,8.00,20.00
WDAGENERAL,2111,WordPerfect,I,3.00,0.00,8.00,20.00
WDAGENERAL,2112,Investigation Training,I,0.00,0.00,8.00,20.00
WDAGENERAL,2113,Invoice,I,4.00,0.00,8.00,20.00
WDAGENERAL,2115,Organizational Boundaries,I,0.00,0.00,8.00,20.00
WDAGENERAL,2116,Eff Organizational Perf,I,0.00,0.00,8.00,20.00
WDAGENERAL,2119,Managing by Agreement,I,0.00,0.00,8.00,20.00
WDAGENERAL,212,Word 2007 - Level I,A,6.00,0.60,8.00,20.00
WDAGENERAL,2121,Healthy Careers,I,0.00,0.00,8.00,20.00
WDAGENERAL,2122,Mapping Address Data,I,0.00,0.00,8.00,20.00
WDAGENERAL,2123,Mapping Address Data,I,6.00,0.60,8.00,20.00
WDAGENERAL,2124,Media Relations,I,0.00,0.00,8.00,20.00
WDAGENERAL,2125,Microcomputer Fund,I,0.00,0.00,8.00,20.00
WDAGENERAL,2126,Microcomputer Hardware,I,0.00,0.00,8.00,20.00
WDAGENERAL,2127,Exchange Server 5.x,I,7.00,0.00,8.00,20.00
WDAGENERAL,2128,Outlook 2003 - Working Eff.,I,6.00,0.60,8.00,20.00
WDAGENERAL,2129,Outlook 2003,I,6.00,0.60,8.00,20.00
WDAGENERAL,213,Word 2007 - Level II,A,6.00,0.60,8.00,20.00
WDAGENERAL,2130,PowerPoint 2003 Level II,I,0.00,0.00,8.00,20.00
WDAGENERAL,2131,Powerpoint 2003,I,6.00,0.60,8.00,20.00
WDAGENERAL,2132,Project 2003,I,6.00,0.00,8.00,20.00
WDAGENERAL,2133,Project 98,I,7.00,0.00,8.00,20.00
WDAGENERAL,2134,SNA Server,I,7.00,0.00,8.00,20.00
WDAGENERAL,2135,SQL Server Admin,I,7.00,0.00,8.00,20.00
WDAGENERAL,2136,Windows NT 4.0 Admin,I,7.00,0.00,8.00,20.00
WDAGENERAL,2137,Windows NT 4.0,I,7.00,0.00,8.00,20.00
WDAGENERAL,214,Word 2007 - Level III,A,6.00,0.60,8.00,20.00
WDAGENERAL,2140,Microsoft Windows NT 4.0,I,0.00,0.00,8.00,20.00
WDAGENERAL,2142,Taking Charge of Change,I,6.00,6.00,8.00,20.00
WDAGENERAL,2143,Myers-Briggs Type Indicator,I,0.00,0.00,8.00,20.00
WDAGENERAL,2144,Negotiation Skills,I,0.00,0.00,8.00,20.00
WDAGENERAL,2145,Netware NT 4.0,I,24.00,0.00,8.00,20.00
WDAGENERAL,2146,Networking Essentials,I,8.00,0.00,8.00,20.00
WDAGENERAL,2147,Org Assessment,I,6.00,0.00,8.00,20.00
WDAGENERAL,2148,PeopleSoft 9.0,I,0.00,0.00,8.00,20.00
WDAGENERAL,2149,PeopleSoft for Classifier's,I,0.00,0.00,8.00,20.00
WDAGENERAL,2150,Perf Planning: Reviewing,I,1.00,0.00,8.00,20.00
WDAGENERAL,2151,Perf Planning:Expectations,I,1.00,0.00,8.00,20.00
WDAGENERAL,2152,Personal Empowerment,I,0.00,0.00,8.00,20.00
WDAGENERAL,2153,Personnel Actions,I,3.00,0.00,8.00,20.00
WDAGENERAL,2154,PMP Training For Admin,I,4.00,0.00,8.00,20.00
WDAGENERAL,2156,Position Management,I,3.00,0.00,8.00,20.00
WDAGENERAL,2157,Position Mgmt Org Eff,I,6.00,1.20,8.00,20.00
WDAGENERAL,2160,Self Empowerment,I,0.00,0.00,8.00,20.00
WDAGENERAL,2161,Procurement II,I,0.00,0.00,8.00,20.00
WDAGENERAL,2162,Project Mgmt Cert,I,0.00,0.00,8.00,20.00
WDAGENERAL,2164,Project Mgmt Fund,I,7.00,0.00,8.00,20.00
WDAGENERAL,2165,Proofreading & Editing I,I,3.00,0.00,8.00,20.00
WDAGENERAL,2166,Proofreading & Editing II,I,3.00,0.00,8.00,20.00
WDAGENERAL,2167,Refresher Math,I,24.00,0.00,8.00,20.00
WDAGENERAL,2168,Effective Stress and Time,I,0.00,0.00,8.00,20.00
WDAGENERAL,2169,Roles and Responsibilities,I,0.00,0.00,8.00,20.00
WDAGENERAL,2170,Language Lab (Spanish),I,3.00,0.00,8.00,20.00
WDAGENERAL,2171,Senior Exec Orientation,I,0.00,0.00,8.00,20.00
WDAGENERAL,2172,Sexual Harassment,I,4.00,0.00,8.00,20.00
WDAGENERAL,2173,Sexual Harassment/EEO,I,0.00,0.00,8.00,20.00
WDAGENERAL,2174,Sexual Har/EEO/Div,I,0.00,0.00,8.00,20.00
WDAGENERAL,2175,Shelter Operations,I,0.00,0.00,8.00,20.00
WDAGENERAL,2176,Sign Language,I,3.00,0.00,8.00,20.00
WDAGENERAL,2177,Special Needs Population,I,0.00,0.00,8.00,20.00
WDAGENERAL,2178,SPHR Certification Prep,I,0.00,0.00,8.00,20.00
WDAGENERAL,2179,Strategic Planning,I,0.00,0.60,8.00,20.00
WDAGENERAL,2180,Strategic Planning,I,4.00,0.00,8.00,20.00
WDAGENERAL,2181,Stress Mgmt,I,0.00,0.00,8.00,20.00
WDAGENERAL,2184,Supv/Mgmt Training,I,0.00,0.00,8.00,20.00
WDAGENERAL,2185,TCO Networking Sem,I,0.00,0.00,8.00,20.00
WDAGENERAL,2189,1st WDA Conference,I,0.00,0.00,8.00,20.00
WDAGENERAL,2190,HR Process (HRIS),I,0.00,0.00,8.00,20.00
WDAGENERAL,2191,Future Conversation,I,0.00,0.00,8.00,20.00
WDAGENERAL,2192,Time Management,I,0.00,0.00,8.00,20.00
WDAGENERAL,2193,Using Numerical Data,I,0.00,0.00,8.00,20.00
WDAGENERAL,2194,Understanding D.C. HRM,I,0.00,0.00,8.00,20.00
WDAGENERAL,2196,Organization Systems,I,0.00,0.00,8.00,20.00
WDAGENERAL,2197,Win NT 4.0 to Win2K,I,7.00,0.00,8.00,20.00
WDAGENERAL,2198,Assessing Your Career,I,8.00,0.00,8.00,20.00
WDAGENERAL,2199,Using a PC Mouse,I,3.00,0.00,8.00,20.00
WDAGENERAL,2200,Visio,I,4.00,0.00,8.00,20.00
WDAGENERAL,2201,Vocab and Reading,I,4.00,0.00,8.00,20.00
WDAGENERAL,2202,Web Design I & II,I,6.00,0.00,8.00,20.00
WDAGENERAL,2204,With All Due Respect,I,3.00,0.30,8.00,20.00
WDAGENERAL,2206,Workplace Safety,I,0.00,0.00,8.00,20.00
WDAGENERAL,2207,Workplace Violence,I,0.00,0.00,8.00,20.00
WDAGENERAL,2208,Writing Diagnostic,I,0.00,0.00,8.00,20.00
WDAGENERAL,2209,Writing Maximum Impact,I,0.00,0.00,8.00,20.00
WDAGENERAL,2211,Writing for the Professional I,A,0.00,0.00,8.00,20.00
WDAGENERAL,2212,"Writing Proposals, Reports and",A,0.00,0.00,8.00,20.00
WDAGENERAL,230,Overview of DC GIS - ArcGIS,A,6.00,0.60,8.00,20.00
WDAGENERAL,232,ArcGIS,A,18.00,1.80,8.00,20.00
WDAGENERAL,234,Google (Earth) DC,A,6.00,0.60,8.00,20.00
WDAGENERAL,300,Critical Thinking,A,6.00,0.60,8.00,20.00
WDAGENERAL,301,Practical Writing,A,6.00,0.60,8.00,20.00
WDAGENERAL,302,Customer Service,A,6.00,0.60,8.00,20.00
WDAGENERAL,401,Mapping Career Path,A,3.00,0.30,8.00,20.00
WDAGENERAL,402,Resume Build. & Interviewing,A,3.00,0.30,8.00,20.00
WDAGENERAL,403,Personality - Myers-Briggs,A,3.00,0.30,8.00,20.00
WDAGENERAL,404,Work-Life Effectiveness,A,3.00,0.30,8.00,20.00
WDAGENERAL,501,Communicating Non-Defensively,A,3.00,0.30,8.00,20.00
WDAGENERAL,504,Time Management,A,3.00,0.30,8.00,20.00
WDAGENERAL,506,Eff. Business Meetings,A,3.00,0.30,8.00,20.00
WDAGENERAL,509,Understanding Stress,A,6.00,0.60,8.00,20.00
WDAGENERAL,511,Values and Ethics,A,3.00,0.30,8.00,20.00
WDAGENERAL,600,Developing Crediting Plans,A,6.00,0.60,8.00,20.00
WDAGENERAL,602,Progressive Discipline,A,6.00,0.60,8.00,20.00
WDAGENERAL,603,Interviewing Tech. for Mgrs.,A,3.00,0.30,8.00,20.00
WDAGENERAL,604,Peoplesoft e-Recruit,A,0.00,0.00,8.00,20.00
WDAGENERAL,605,PHR/SPHR Cert Prep,A,40.00,4.00,8.00,20.00
WDAGENERAL,606,Rating and Ranking,A,6.00,0.60,8.00,20.00
WDAGENERAL,700,Ess. for Ofc. Professionals,A,12.00,1.20,8.00,20.00
WDAGENERAL,701,Project Mgmt Prep (PMI),A,35.00,3.00,8.00,20.00
WDAGENERAL,702,Train the Trainer,A,12.00,1.20,8.00,20.00
WDAGENERAL,900,Critical Thinking for Supv.,A,12.00,1.20,8.00,20.00
WDAGENERAL,902,Leadership Essentials,A,12.00,1.20,8.00,20.00
WDAGENERAL,906,Performance Measurement,A,6.00,0.60,8.00,20.00
WDAGENERAL,909,Reasonable Suspicion,A,5.00,0.50,8.00,20.00
WDAGENERAL,HR200,Position Mgmt,I,5.00,0.00,8.00,20.00
WDAGENERAL,HR201,Hire Processing,I,8.00,0.00,8.00,20.00
WDAGENERAL,HR202,Personnel Actions,I,6.00,0.00,8.00,20.00
WDAGENERAL,HR204,Employee Relations,I,3.00,0.00,8.00,20.00
WDAGENERAL,HR207,Benefits Processing,I,4.50,0.00,8.00,20.00
WDAGENERAL,HR300,Recruiting and Staffing,I,6.00,0.00,8.00,20.00
WDAGENERAL,HR401,Manager Self Service,I,3.00,0.00,8.00,20.00
